"Event Name","Event Number","Event Type","Host Names","Description","Price","Age Range","Max Tickets","Sold Count","Wait Count","Starts","Start Date (UTC)","Duration (minutes)","More Info","Room","Space","Date Created","Date Updated","View URI","Player Experience","Game Complexity","Minimum # of Players","Hosting Company, Group, or Club Name","Game System (without edition)","Game Edition","Table Size Request"
"Monsterpocalypse with Matt","404","Miniatures","Matt McLane","Come play Monsterpocalypse with Matt.  I have four monsters, units, and 3D printed buildings that we can smash as you battle to decide which  kaiju will reign supreme.","0","Family Friendly (7+)","8","7","0","Saturday at  7:00 PM","2022-10-08T23:00:00","240","https://monsterpocalypse.com/","Ballroom","404","2022-08-21T18:19:59","2022-09-15T03:07:02","/conventions/u-con-2022/schedule/404","Beginner","Average","1","A2 Iron Gods",,,"72 x 48"
"Rising Sun","244","Board and Card Game","Kevin Schnell","Painted minis: Rising Sun is set in legendary feudal Japan. Each player chooses a Clan and competes to lead theirs to victory by accumulating Victory Points over the course of the Seasons.","0","Teen (13+)","5","5","1","Saturday at  7:00 PM","2022-10-08T23:00:00","240","http://","Ballroom","415","2022-08-03T23:42:23","2022-09-02T18:38:27","/conventions/u-con-2022/schedule/244","Beginner","Average","3","Ypsi Gaming Group",,"","8'x30"" Rectangle (6 chairs)"
"CineMal Practice Primaries","87","Special Events","Jeannette Quirk","We watch bad movies and pick the best bits in several typical Bad Movie Categories to show you. You vote on which clip reigns supreme in its category. There are also...unusual snacks.","0","Mature Content (18+)","50","9","0","Saturday at  7:00 PM","2022-10-08T23:00:00","180","http://","Auditorium 1","Auditorium 1","2022-07-23T19:09:21","2022-09-11T15:51:43","/conventions/u-con-2022/schedule/87"
"Tekumel: Trouble in the Jungle","160","Role Playing","Brett Slocum","Dark times are upon the tribe in the jungles of M'morcha. Game has turned into vicious malformed monsters. Monks up in the hills are in danger. You must aid them and find what's causing this evil.","0","Teen (13+)","6","6","2","Saturday at  8:00 PM","2022-10-09T00:00:00","240","http://joyfulsitting.blogspot.com","Seminar","Seminar 5","2022-07-28T16:40:42","2022-09-03T17:48:44","/conventions/u-con-2022/schedule/160","Beginner","Simple","3","Tekumel Track","The Petal Hack","2nd","6'x5' Rectangle"
"OSE - The Child Thieves","149","Role Playing","Ryan Thompson","The children's beds were found empty. Tracks were found leading from the homes of the missing children to the storm drains. Will the people find anyone to attempt a rescue? Game with the creator.","0","Family Friendly (7+)","12","3","0","Saturday at  8:00 PM","2022-10-09T00:00:00","240","http://www.appendixnentertainment.com","Conference H","Conference H 9","2022-07-28T16:33:34","2022-09-06T17:00:14","/conventions/u-con-2022/schedule/149","Beginner","Simple","3","Appendix N Entertainment","Old-School Essentials",,"6'x5' Rectangle"
"Justice League: Chamber of the First","150","Role Playing","Jason Altland","After a private expedition uncovers a sealed chamber in the ancient ruins of Uruk, events transpire that require the attention of the Justice League.","0","Teen (13+)","6","6","1","Saturday at  8:00 PM","2022-10-09T00:00:00","240","http://","Conference G","Conference G 1","2022-07-28T16:34:08","2022-09-02T18:23:22","/conventions/u-con-2022/schedule/150","Beginner","Average","3","Matinee Adventures","Mutants & Masterminds","3rd","5' Round"
"Stillfleet: Motes in the Eye","500","Role Playing","Paul Kemezis","Far, far in the future, you are a Voidminer - a scavenger employed by the Worshipful Co. of Stillfleeters. Your team is sent to a hot, dry rock of a planet to collect a valuable piece of ancient tech.","0","Adult (18+)","4","3","0","Saturday at  8:00 PM","2022-10-09T00:00:00","240","http://stillfleet.com","Conference D","Conference D 5","2022-09-02T11:33:50","2022-09-08T23:10:38","/conventions/u-con-2022/schedule/500","Beginner","Average","3",,"Stillfleet","2.1","5' Round"
"Worlds Without Number: Cyclone Signal","354","Role Playing","Robert Ahrens","A tenuous radio signal escapes the storm that wracks the Prismatic Wastes. A lost Deep seeks to resume contact with humanity. But why now? And how have 500 years of isolation changed its inhabitants?","0","Teen (13+)","4","4","0","Saturday at  8:00 PM","2022-10-09T00:00:00","240","https://www.drivethrurpg.com/product/348809/Worlds-Without-Number-Free-Edition","Conference H","Conference H 7","2022-08-11T11:52:57","2022-09-03T23:57:59","/conventions/u-con-2022/schedule/354","Some XP","Average","2",,"Worlds Without Number","","5' Round"
"Thirsty Mall Sword Lesbians","582","Role Playing","Jon Hunter","Armed with the power of friendship and magical mall swords, can queer teens stop the evil Bishi Empire from taking over the world through mind-controlling small business schemes?","0","Mature Content (18+)","5","0","0","Saturday at  8:00 PM","2022-10-09T00:00:00","240","http://","Conference E","Conference E 5","2022-09-11T20:05:59","2022-09-11T20:09:28","/conventions/u-con-2022/schedule/582","Some XP","Average","2",,"Thirsty Sword Lesbians, Powered by the Apocalypse Engine",,"5' Round"
"Deception: Murder in Hong Kong","209","Board and Card Game","Gary Loyola","Players are investigators trying to solve a murder, but one them is actually the killer. Working from clues from the Forensic Scientist, players will determine who the killer is, or evade capture.","0","Teen (13+)","10","4","0","Saturday at  8:00 PM","2022-10-09T00:00:00","120","https://boardgamegeek.com/boardgame/156129/deception-murder-hong-kong","Ballroom","308","2022-08-03T23:30:43","2022-09-08T14:28:06","/conventions/u-con-2022/schedule/209","Beginner","Average","4","Oakland County Gamers",,,"6'x30"" Rectangle (6 chairs)"
"Open Library","176","Role Playing","Peter Parker, Victor Long","Play any Fellowship of the White Star event the table can agree on. We will have all events available.","0","Teen (13+)","6","4","0","Saturday at  8:00 PM","2022-10-09T00:00:00","240","http://thenodringames.com","Conference D","Conference D 4","2022-07-28T16:49:49","2022-09-02T15:02:05","/conventions/u-con-2022/schedule/176","Beginner","Simple","3","Fellowship of the White Star","Fellowship of the White Star","2nd Edition","5' Round"
"Deception: Murder in Hong Kong","598","Board and Card Game","John Yax","Social deduction game - with murder! Great October game.","0","Teen (13+)","7","0","0","Saturday at  8:00 PM","2022-10-09T00:00:00","60","https://boardgamegeek.com/boardgame/156129/deception-murder-hong-kong","Ballroom","209","2022-09-15T00:43:30","2022-09-15T00:54:08","/conventions/u-con-2022/schedule/598","Beginner","Simple","6",,,,"8'x30"" Rectangle (6 chairs)"
"Mechs vs. Minions","547","Board and Card Game","Justin Gerken","Mechs vs Minions is a fully cooperative tabletop game for 2-4 players. Using programmatic movement from a shared draft, teammates will grow in power as they face off against enemy minions.","0","Teen (13+)","4","4","0","Saturday at  8:00 PM","2022-10-09T00:00:00","180","http://","Ballroom","210","2022-09-03T14:40:58","2022-09-12T15:03:49","/conventions/u-con-2022/schedule/547","Beginner","Average","2",,,,"8'x18"" Rectangle (6 chairs)"
"Monster Expedition","187","Board and Card Game","Nancy Hutchins","As members of the Royal Monstrological Society, players embark on an expedition to hunt for legendary monsters which have been spotted in the cloudlands, in the deep sea, and in the haunted forest.","0","Teen (13+)","4","3","0","Saturday at  8:00 PM","2022-10-09T00:00:00","120","https://www.amigo.games/game/monsterexpedition","Ballroom","310","2022-07-29T15:25:23","2022-09-06T12:12:09","/conventions/u-con-2022/schedule/187","Some XP","Average","2",,,,"6'x30"" Rectangle (6 chairs)"
"Operation: Pinnacle Serpent","147","Role Playing","Scott Kongable","The head of the Chinese MSS is taking a river cruise in Germany.  Can ICON determine what the Chinese are up to?","0","Teen (13+)","4","4","0","Saturday at  8:00 PM","2022-10-09T00:00:00","240","http://","Conference H","Conference H 5","2022-07-28T16:31:53","2022-09-03T12:04:45","/conventions/u-con-2022/schedule/147","Beginner","Complex","1","Solarian","Top Secret New World Order","1st","5' Round"
"Ultimate Chaos","379","Board and Card Game","David A. Spitzley","Everybody plays a different card game: Magic vs Munchkin vs Uno vs Fluxx vs...  Yes, it is as weird as it sounds, but it does work.  Drop in, drop out, play an hour or all 4.  A U-Con tradition.","0","Teen (13+)","20","3","0","Saturday at  8:00 PM","2022-10-09T00:00:00","60","https://www.ucon-gaming.org/2012/07/an-introduction-to-ultimate-chaos-sample-game-part-1/","Ballroom","304","2022-08-12T12:04:46","2022-09-14T00:30:56","/conventions/u-con-2022/schedule/379","Beginner","Average","3",,,,"5' Round (7 chairs)"
"Dead of Winter","268","Board and Card Game","Nick Huston ","Players work together as a small, weak colony of survivors in a world with most of humanity is either dead or a diseased, flesh-craving zombie. Each players leads a faction of survivors.","0","Teen (13+)","5","0","0","Saturday at  8:00 PM","2022-10-09T00:00:00","180","http://","Ballroom","311","2022-08-06T16:08:07","2022-09-02T21:15:10","/conventions/u-con-2022/schedule/268","Beginner","Average","3","Oakland County Gamers"
"Zombicide","426","Miniatures","Doug  Houseman","A mega board with mega challenges, all in good fun. The game is simple to learn and there are normally a lot of laughs","0","Teen (13+)","8","2","0","Saturday at  8:00 PM","2022-10-09T00:00:00","120","http://","Ballroom","401","2022-08-27T19:25:09","2022-09-08T11:38:00","/conventions/u-con-2022/schedule/426","Beginner","Simple","1","Mini Group",,,"96 x 48"
"Cats of Rahtlu","350","Role Playing","James Andrew Pozenel Jr","The hamlet of Rahtlu asks for help with disappearances and a call for new artisans. The village is known as a home to many stray cats. How strange!","0","Teen (13+)","6","5","0","Saturday at  8:00 PM","2022-10-09T00:00:00","240","http://","Conference H","Conference H 2","2022-08-11T11:51:47","2022-09-08T00:00:36","/conventions/u-con-2022/schedule/350","Beginner","Simple","4",,"DCC RPG",,"5' Round"
"Relics of Khundrukar: Tier 1 (DDEP06-01)","510","Organized Play","Daniel E. Chapman II, John Rogers, Tim Kropf","Reclaim the riches of Khundrukar. An epic adventure requiring multiple tables working cooperatively! Check what tier you're signing up for. For levels 1-4 (tier one). (Characters available)","0","Family Friendly (7+)","28","2","0","Saturday at  8:00 PM","2022-10-09T00:00:00","240","http://","Clubhouse","Clubhouse 01; Clubhouse 2; Clubhouse 3; Clubhouse 4","2022-09-02T13:06:01","2022-09-09T23:44:55","/conventions/u-con-2022/schedule/510","Beginner","Average","6","U-Con Adventurers League","D&D","5th",""
"Relics of Khundrukar: Tier 2 (DDEP06-01)","511","Organized Play","Daniel E. Chapman II, Gina Devlin, Nicholas Best, William Johnston, dan harsh","Reclaim the riches of Khundrukar. An epic adventure requiring multiple tables working cooperatively! Check what tier you're signing up for. For levels 5-10 (tier two). (Characters available if needed)","0","Family Friendly (7+)","21","3","0","Saturday at  8:00 PM","2022-10-09T00:00:00","240","http://","Clubhouse","Clubhouse 5; Clubhouse 6; Clubhouse 7; Clubhouse 8","2022-09-02T13:06:03","2022-09-15T20:21:28","/conventions/u-con-2022/schedule/511","Some XP","Average","6","U-Con Adventurers League","D&D","5th",""
"Grind House","571","Board and Card Game","David Miller","Grind House is a narrative horror game for 2-6 players where you would be considered lucky if survival only costs an arm and a leg. While survival is the ultimate goal, each player has a secret motive","0","Mature Content (18+)","5","0","0","Saturday at  9:00 PM","2022-10-09T01:00:00","60","https://boardgamegeek.com/boardgame/263894/grind-house","Ballroom","203","2022-09-08T11:54:31","2022-09-08T11:56:27","/conventions/u-con-2022/schedule/571","Beginner","Simple","3",,,,"6'x18"" Rectangle (6 chairs)"
"The Family that Slays Together, Stays Together","439","Role Playing","Cristopher Frank","It’s the early eighties and you and your family run a small motel off the highway and far from the city. You all harbor a dark secret as the family business is not only hospitality, but also murder! ","0","Adult (18+)","6","6","0","Saturday at  9:00 PM","2022-10-09T01:00:00","240","http://","Conference B","Conference B 4","2022-08-27T19:39:46","2022-09-02T18:09:44","/conventions/u-con-2022/schedule/439","Beginner","Average","1","We Hate Bards","Kult: Divinity Lost","",""
"Spike","30","Board and Card Game","allen stiles","","0","Adult (18+)","12","0","0","Saturday at  9:00 PM","2022-10-09T01:00:00","180","http://","Ballroom","315","2022-07-15T17:17:37","2022-08-05T18:02:16","/conventions/u-con-2022/schedule/30","Beginner","Average","3","Train Gamers Association",,"n/a","6'x18"" Rectangle (6 chairs)"
"Quin-Sept:  Standard, Basic, Fifteen Eagles, or Five Bridges","490","Board and Card Game","","Quin-Sept is a ""family"" of Abstract Strategy Boardgame variants that are of my own creation.
The variants listed are all played with the same Standard set of rules and components except Board & Setup.","0","Family Friendly (7+)","6","0","0","Saturday at  9:00 PM","2022-10-09T01:00:00","60","http://","Ballroom","413","2022-09-01T16:49:49","2022-09-01T17:03:51","/conventions/u-con-2022/schedule/490","Beginner","Complex","2",,,,"8'x30"" Rectangle (6 chairs)"
"Power Play","155","Role Playing","Peter Parker","Nicola Tesla has run into some trouble with the law in the windy city. Find out who's behind it and help him electrify Chicago. A Fellowship of the White Star event set in 1922 Chicago.","0","Teen (13+)","6","0","0","Saturday at  9:00 PM","2022-10-09T01:00:00","240","http://www.thenodringames.com","Conference D","Conference D 2","2022-07-28T16:35:54","2022-08-05T19:09:37","/conventions/u-con-2022/schedule/155","Beginner","Simple","3","Fellowship of the White Star","Fellowship of the White Star","2nd Edition","5' Round"
"Two Card Games Played with Tarot Cards","452","Board and Card Game","David Lame","Play Jeu do Tarot (a traditional game) and Tarot of Loka (a modern, commercial, game).","0","Teen (13+)","4","1","0","Saturday at  9:00 PM","2022-10-09T01:00:00","120","http://","Ballroom","422","2022-08-29T20:37:17","2022-09-09T17:35:08","/conventions/u-con-2022/schedule/452","Beginner","Simple","4",,,,"6'x18"" Rectangle (6 chairs)"
"Eurorails/Empire Builder","16","Board and Card Game","allen stiles","Empire Builder crayon rails system.","0","Adult (18+)","24","3","0","Saturday at  9:00 PM","2022-10-09T01:00:00","180","http://","Ballroom","316","2022-07-15T17:16:54","2022-09-03T00:14:57","/conventions/u-con-2022/schedule/16","Beginner","Average","3","Train Gamers Association",,"n/a","6'x18"" Rectangle (6 chairs)"
"Just Another Heroquest ","432","Role Playing","Eric Bracey","Once again, it is time to demonstrate the Red Moon Goddess' mastery over the powers of air, and you have been chosen as part of the honor guard.  Characters will be provided, beginners welcome.","0","Teen (13+)","6","3","0","Saturday at  9:00 PM","2022-10-09T01:00:00","240","http://","Conference B","Conference B 3","2022-08-27T19:39:12","2022-09-06T22:24:13","/conventions/u-con-2022/schedule/432","Beginner","Average","1","We Hate Bards","Runequest","",""
"Operation: Aurora Australis","435","Role Playing","Ryan Veneklase","Eight weeks ago the polar guidance satellites went offline. A Navy Seal team was activated, but they haven’t been heard from since.  Mad scientists are called up to investigate, you are one of them!","0","Teen (13+)","6","0","0","Saturday at  9:00 PM","2022-10-09T01:00:00","240","http://","Conference B","Conference B 2","2022-08-27T19:39:18","2022-09-03T18:48:28","/conventions/u-con-2022/schedule/435","Beginner","Average","1","We Hate Bards","Genius the Transgression","",""
"Pasion De Los Pasiones","436","Role Playing","Joshua Brubaker","The Telenovela RPG. A game of passion, drama, secrets, delights, and heated conflict.  You’ll play through stories with dramatic reveals, explosive confrontations, evil twins, and more!","0","Teen (13+)","5","3","0","Saturday at  9:00 PM","2022-10-09T01:00:00","240","http://","Conference B","Conference B 1","2022-08-27T19:39:21","2022-09-05T16:14:24","/conventions/u-con-2022/schedule/436","Beginner","Average","1","We Hate Bards","Powered By the Apocalypse","",""
"Express","20","Board and Card Game","allen stiles","","0","Adult (18+)","12","1","0","Saturday at  9:00 PM","2022-10-09T01:00:00","180","http://","Ballroom","317","2022-07-15T17:17:07","2022-09-02T15:10:28","/conventions/u-con-2022/schedule/20","Beginner","Average","3","Train Gamers Association",,"n/a","6'x18"" Rectangle (6 chairs)"
"Ultimate Chaos","380","Board and Card Game","David A. Spitzley","Everybody plays a different card game: Magic vs Munchkin vs Uno vs Fluxx vs...  Yes, it is as weird as it sounds, but it does work.  Drop in, drop out, play an hour or all 4.  A U-Con tradition.","0","Teen (13+)","20","0","0","Saturday at  9:00 PM","2022-10-09T01:00:00","60","https://www.ucon-gaming.org/2012/07/an-introduction-to-ultimate-chaos-sample-game-part-1/","Ballroom","304","2022-08-12T12:05:03","2022-09-14T00:31:18","/conventions/u-con-2022/schedule/380","Beginner","Average","3",,,,"5' Round (7 chairs)"
"Quin-Sept:  Standard, Basic, Fifteen Eagles, or Five Bridges","496","Board and Card Game","","Quin-Sept is a ""family"" of Abstract Strategy Boardgame variants that are of my own creation.
The variants listed are all played with the same Standard set of rules and components except Board & Setup.","0","Family Friendly (7+)","6","0","0","Saturday at 10:00 PM","2022-10-09T02:00:00","60","http://","Ballroom","412","2022-09-01T16:58:54","2022-09-01T16:59:33","/conventions/u-con-2022/schedule/496","Beginner","Complex","2",,,,"8'x30"" Rectangle (6 chairs)"
"Zombie Dice","488","Board and Card Game","Pritpaul Mahal","You're a zombie. You want braaains. More brains than any of your zombie pals. The 13 custom dice are your victims. Push your luck to eat their brains, but stop before the shotgun blasts end your turn!","0","Family Friendly (7+)","10","2","0","Saturday at 10:00 PM","2022-10-09T02:00:00","60","http://","Ballroom","418","2022-09-01T15:19:00","2022-09-14T20:49:42","/conventions/u-con-2022/schedule/488","Beginner","Simple","2",,,,""
"For Sale","419","Board and Card Game","Peter Cerra","A short and sweet introduction to auction mechanics. Flip real estate to make the most money, using just decks of cards. More strategy than “simple” usually entails, but quite easy to play.","0","Family Friendly (7+)","5","0","0","Saturday at 10:00 PM","2022-10-09T02:00:00","60","https://boardgamegeek.com/boardgame/172/sale","Ballroom","208","2022-08-27T19:22:39","2022-09-02T15:19:45","/conventions/u-con-2022/schedule/419","Beginner","Simple","3",,,,"6'x18"" Rectangle (6 chairs)"
"Heaven & Ale","68","Board and Card Game","William Frisk","Players are monks buying the ingredients needed to make beer and planting them in the garden to be used by the brewmaster or bring in income. A good brew and accomplishments will determine the winner.","0","Adult (18+)","4","4","0","Saturday at 10:00 PM","2022-10-09T02:00:00","120","http://https://boardgamegeek.com/boardgame/227789/heaven-ale","Ballroom","424","2022-07-23T19:01:04","2022-09-02T15:19:51","/conventions/u-con-2022/schedule/68","Beginner","Average","1",,,,"6'x30"" Rectangle (6 chairs)"
"Betrayal at House on the Hill","594","Board and Card Game","Sam Orosz","Stranded in the middle of nowhere, luckily there's a house to take shelter in. As you arrive the doors lock behind you. Will you survive the night and escape or perish? Or will you be the betrayer?","0","Teen (13+)","11","2","0","Saturday at 11:00 PM","2022-10-09T03:00:00","180","http://","Ballroom","302","2022-09-14T00:27:30","2022-09-15T15:33:43","/conventions/u-con-2022/schedule/594","Beginner","Average","3",,,,"5' Round (7 chairs)"
"Stoner Fluxx","481","Board and Card Game","Pritpaul Mahal","It's Fluxx, the card game with the ever-changing rules... on weed. For adults. In Fluxx, the cards played determine the rules of the game: how to draw cards, how to play cards, and even how to win.","0","Adult (18+)","6","0","0","Saturday at 11:00 PM","2022-10-09T03:00:00","60","http://","Ballroom","418","2022-09-01T15:18:35","2022-09-01T16:02:07","/conventions/u-con-2022/schedule/481","Beginner","Simple","2",,,,""
"Blood on the Clocktower","554","Board and Card Game","Matt Gutierrez","Running the Bad Moon Rising intermediate setup.","0","Adult (18+)","15","1","0","Saturday at 11:00 PM","2022-10-09T03:00:00","120","http://https://boardgamegeek.com/boardgame/240980/blood-clocktower","Ballroom","102","2022-09-04T21:01:52","2022-09-08T13:24:34","/conventions/u-con-2022/schedule/554","Some XP","Average","5"
"The Flight of 93’","441","Role Playing","Cristopher Frank","A group of plane crash survivors in the remote wilderness have to band together to survive. But something doesn't feel right about the area: it’s too quiet, and there is blood all over the trees.","0","Teen (13+)","6","6","0","Sunday at  9:00 AM","2022-10-09T13:00:00","240","http://","Conference B","Conference B 4","2022-08-27T19:39:50","2022-09-02T15:45:39","/conventions/u-con-2022/schedule/441","Beginner","Average","1","We Hate Bards","Castaway","",""
"Wild Wild West","445","Role Playing","Joshua Brubaker","Play an RPG using a deck of cards! US President Ulysses Grant has discovered a plot to assassinate him, and is sending a band of misfits to save the day! ","0","Teen (13+)","5","4","0","Sunday at  9:00 AM","2022-10-09T13:00:00","240","http://","Conference B","Conference B 1","2022-08-27T19:39:57","2022-09-11T13:01:34","/conventions/u-con-2022/schedule/445","Beginner","Average","1","We Hate Bards","Aether","",""
"Spelljammer Academy: Orientation / Trial by Fire","519","Organized Play","Daniel E. Chapman II","Fall in cadets! It's time for your introduction to Wildspace! (DDAL-SJA-1 & DDAL-SJA-2). Parts 1 & 2 of 4. For beginners and experts, levels 1-4 (tier 1). No materials needed, we can provide!","0","Family Friendly (7+)","7","0","0","Sunday at  9:00 AM","2022-10-09T13:00:00","240","http://","Clubhouse","Clubhouse 01","2022-09-02T13:06:19","2022-09-03T16:13:43","/conventions/u-con-2022/schedule/519","Beginner","Average","3","U-Con Adventurers League","D&D","5th",""
"3-15 Cavern of the Sundered Song","296","Organized Play","Kurt Wasiluk","The PCs pursue a pair of enigmatic Scrollmasters into a strange subterranean realm. Can they learn the secrets of this place and make it out alive? Level 9-12 Characters, no Pregens available.","0","Teen (13+)","6","1","0","Sunday at  9:00 AM","2022-10-09T13:00:00","270","http://","Elizabeth Ann","Table 04","2022-08-06T20:19:23","2022-09-02T15:03:11","/conventions/u-con-2022/schedule/296","Some XP","Average","2","Michigan Pathfinder and Starfinder Societies","Pathfinder","2nd Edition","5' Round"
"Spelljammer Academy: Realmspace Sortie! / H'Catha","526","Organized Play","Nicholas Best","Fall in cadets! It's time for your introduction to Wildspace! (DDAL-SJA-3 & DDAL-SJA-4). Parts 3 & 4 of 4. For beginners and experts, levels 1-4 (tier 1). No materials needed, we can provide!","0","Family Friendly (7+)","7","1","0","Sunday at  9:00 AM","2022-10-09T13:00:00","240","http://","Clubhouse","Clubhouse 2","2022-09-02T13:06:32","2022-09-04T21:42:58","/conventions/u-con-2022/schedule/526","Beginner","Average","3","U-Con Adventurers League","D&D","5th",""
"Ticket to Ride","36","Board and Card Game","allen stiles","","0","Adult (18+)","12","5","0","Sunday at  9:00 AM","2022-10-09T13:00:00","180","http://","Ballroom","315","2022-07-15T17:17:59","2022-09-14T15:38:23","/conventions/u-con-2022/schedule/36","Beginner","Average","3","Train Gamers Association",,"n/a","6'x18"" Rectangle (6 chairs)"
"4-01 Intro: Year of Boundless Wonder","300","Organized Play","Kurt Wasiluk","While searching through a newly acquired trove of treasures, Pathfinders are drawn into an otherworldly realm and must use their wits to escape! Level 1-4 Characters, Pregens available, Repeatable.","0","Teen (13+)","6","1","0","Sunday at  9:00 AM","2022-10-09T13:00:00","270","http://","Elizabeth Ann","Table 05","2022-08-06T20:19:34","2022-09-11T22:47:19","/conventions/u-con-2022/schedule/300","Beginner","Average","2","Michigan Pathfinder and Starfinder Societies","Pathfinder","2nd Edition","5' Round"
"Against the Machine (DDAL-DRW-18)","539","Organized Play","Daniel E. Chapman II","Aware that someone in Xorvintroth opposes them, the Thayans have reinforced the the Far Realm battery factory. Infiltrate and sabotage the facility. Cold Dark #5. For levels 11-16 (tier 3).","0","Teen (13+)","7","3","0","Sunday at  9:00 AM","2022-10-09T13:00:00","240","http://","Clubhouse","Clubhouse 4","2022-09-02T17:31:47","2022-09-15T20:21:45","/conventions/u-con-2022/schedule/539","Expert","Average","3","U-Con Adventurers League","D&D","5th",""
"4-02 Return to the Grave","306","Organized Play","Kurt Wasiluk","The PCs travel to the undead-infested Gravelands to find an isolated settlement before the Whispering Tyrant's armies descend upon it.  Level 1-4 Characters, Pregens available.","0","Teen (13+)","6","0","0","Sunday at  9:00 AM","2022-10-09T13:00:00","270","http://","Elizabeth Ann","Table 06","2022-08-06T20:19:50","2022-08-06T21:10:59","/conventions/u-con-2022/schedule/306","Beginner","Average","2","Michigan Pathfinder and Starfinder Societies","Pathfinder","2nd Edition","5' Round"
"Ark Nova","373","Board and Card Game","Nick Huston ","With the ultimate goal of owning the most successful zoological establishment, you will build enclosures, accommodate animals, and support conservation projects all over the world.","0","Family Friendly (7+)","4","4","1","Sunday at  9:00 AM","2022-10-09T13:00:00","180","http://","Ballroom","425","2022-08-12T11:51:45","2022-09-14T23:00:29","/conventions/u-con-2022/schedule/373","Some XP","Average","2","Oakland County Gamers",,,"6'x30"" Rectangle (6 chairs)"
"4-04 To Seek the Heart of Calamity","313","Organized Play","Kurt Wasiluk","The Pathfinders seek an ancient weapon buried in Thuvia's remote deserts, rushing to find it before it falls into the wrong hands.  Level 3-6 Characters, Pregens available.","0","Teen (13+)","6","1","0","Sunday at  9:00 AM","2022-10-09T13:00:00","270","http://","Elizabeth Ann","Table 07","2022-08-06T20:20:09","2022-09-04T04:52:00","/conventions/u-con-2022/schedule/313","Some XP","Average","2","Michigan Pathfinder and Starfinder Societies","Pathfinder","2nd Edition","5' Round"
"3-14 The Tomb Between Worlds","592","Organized Play","Kurt Wasiluk","The PCs must travel through a shadowy portal in the vaults of the Sandswept Hall of Osirion to eliminate the source of an unrelenting undead horde.  Level 5-8 Characters,  Level 5 Pregens available","0","Teen (13+)","6","0","0","Sunday at  9:00 AM","2022-10-09T13:00:00","270","http://","Elizabeth Ann","Table 02","2022-09-12T22:00:11","2022-09-12T22:04:46","/conventions/u-con-2022/schedule/592","Some XP","Average","3"
"Cartoon Network Crossover Crisis","111","Board and Card Game","Trisha Kloha","Cartoon Network's baddest adversaries are loose and it's up to you to stop them. Play as your favorite heros from Cartoon Network's past and present hit shows! Watch out for Weaknesses and Events!","0","Teen (13+)","5","4","0","Sunday at  9:00 AM","2022-10-09T13:00:00","120","http://https://boardgamegeek.com/boardgame/194233/cartoon-network-crossover-crisis-deck-building-gam","Ballroom","201","2022-07-28T14:33:40","2022-09-11T23:51:52","/conventions/u-con-2022/schedule/111","Beginner","Simple","2","Amorphous Blob Games",,,"6'x18"" Rectangle (6 chairs)"
"A Place of Your Own","248","Role Playing","Ann Anderson","Prohibition-era superpowers. Work at this independent upstate New York resort has given you refuge from Feds and crime families, but it looks like that's about to change. No prior CAPERS XP necessary.","0","Adult (18+)","5","5","0","Sunday at  9:00 AM","2022-10-09T13:00:00","240","http://","Conference A","Conference A 1","2022-08-03T23:45:03","2022-09-03T12:11:44","/conventions/u-con-2022/schedule/248","Beginner","Average","3","None","CAPERS","1st Edition","5' Round"
"Starfinder Quests and Bounties","333","Organized Play","Edward A Kabara","Starfinder  Bounties are designed to last about an hour of play and act as an easy introduction to Starfinder.  Level 1 Characters, Pregens available.","0","Teen (13+)","6","0","0","Sunday at  9:00 AM","2022-10-09T13:00:00","270","http://","Elizabeth Ann","Table 09","2022-08-06T20:21:07","2022-08-07T01:40:34","/conventions/u-con-2022/schedule/333","Beginner","Average","2","Michigan Pathfinder and Starfinder Societies","Starfinder","1st edition","5' Round"
"Choose Your Own Fantasy Adventure","92","Role Playing","David Perrin","Each player chooses an aspect/part of the adventure/setting to create a collaborative adventure & the GM will fill in the gaps.  No experience needed. Rules light. Materials, pre-gens, & dice provided","0","Family Friendly (7+)","6","0","0","Sunday at  9:00 AM","2022-10-09T13:00:00","240","http://","Seminar","Seminar 4","2022-07-23T19:12:06","2022-08-06T00:36:29","/conventions/u-con-2022/schedule/92","Beginner","Average","2","Dave Perrin","Genesys Fantasy Flight RPG","Fantasy Setting","5' Round"
"D&D Adventurers League - DDEX2-5 FLAMES OF KYTHORN","388","Organized Play","Sean Nicol","D&D Adventurers League, 4-6 players of character levels 1 through 4
DDEX2-5 FLAMES OF KYTHORN","0","Teen (13+)","6","5","0","Sunday at  9:00 AM","2022-10-09T13:00:00","240","http://","Clubhouse","Clubhouse 8","2022-08-17T22:46:13","2022-09-14T14:20:20","/conventions/u-con-2022/schedule/388","Some XP","Average","4",,,"5th edition","5' Round"
"Eurorails Finals","558","Board and Card Game","allen stiles","By prior qualification only.","0","Adult (18+)","5","0","0","Sunday at  9:00 AM","2022-10-09T13:00:00","180","http://","Ballroom","316","2022-09-04T21:27:48","2022-09-04T21:38:45","/conventions/u-con-2022/schedule/558","Beginner","Average","3","Train Gamers Association",,"",""
"International Rails- finals","560","Board and Card Game","allen stiles","By prior qualification only.","0","Adult (18+)","5","0","0","Sunday at  9:00 AM","2022-10-09T13:00:00","180","http://","Ballroom","317","2022-09-04T21:27:53","2022-09-04T21:36:24","/conventions/u-con-2022/schedule/560","Beginner","Average","3","Train Gamers Association",,"",""
